id,smoking
159256,0.5971462335950671
159257,0.22632231275865874
159258,0.55696943973046
159259,0.09496256884256206
159260,0.569196567969324
159261,0.7666295282967119
159262,0.4860354704829293
159263,0.11563514432951165
159264,0.18407704744750608
159265,0.11608320283210907
159266,0.4776266471445437
159267,0.17985968940827796
159268,0.05689864749216657
159269,0.22919245035015737
159270,0.04482463941355716
159271,0.6465188764300674
159272,0.7731414462884489
159273,0.7404678827608795
159274,0.09583640718349098
159275,0.41620517861209166
159276,0.5042558409309853
159277,0.7622624068408523
159278,0.5824863073175367
159279,0.6971179061100244
159280,0.09245670270520986
159281,0.7202601317043773
159282,0.7131099610321128
159283,0.7165252856890618
159284,0.7085741664188083
159285,0.052508181220961216
159286,0.7009894422980524
159287,0.06515476853478233
159288,0.17874205634048027
159289,0.6258612501270814
159290,0.5726266643077792
159291,0.5648284878567643
159292,0.153995061679218
159293,0.12062512715560654
159294,0.38378135473286173
159295,0.5443419545239626
159296,0.7815261163290216
159297,0.05888047209777638
159298,0.36550296020535067
159299,0.0532794618579854
159300,0.08982048179786525
159301,0.10236269122615076
159302,0.15161833735483402
159303,0.20452188787475617
159304,0.36609471453270526
159305,0.6809452495215922
159306,0.6222235542510107
159307,0.2239320525289686
159308,0.4659960771521347
159309,0.15377075036431112
159310,0.426772822377995
159311,0.6737579942828832
159312,0.4482355381013095
159313,0.5525187062447977
159314,0.702136591083438
159315,0.6381159690171239
159316,0.05676263221987334
159317,0.566892269728813
159318,0.45732366288790277
159319,0.5903486552386801
159320,0.7186008056372637
159321,0.24940123092343316
159322,0.6712288619514878
159323,0.6172733305136406
159324,0.32787155956737635
159325,0.5647625598461902
159326,0.6581484966502694
159327,0.6662800511403207
159328,0.44639762425351287
159329,0.5209278195547734
159330,0.062411331599155774
159331,0.6392807159999211
159332,0.0695638138384303
159333,0.05412188259468498
159334,0.2901146486819052
159335,0.126018004098144
159336,0.5178146696090395
159337,0.6408497741414778
159338,0.5105262235366872
159339,0.7887878430338552
159340,0.5843088282215125
159341,0.7452362981325853
159342,0.7260618906532436
159343,0.5197126021411366
159344,0.49460188956619033
159345,0.07712795251983018
159346,0.53917224173272
159347,0.6498705171654731
159348,0.6934542104051173
159349,0.06252441015035923
159350,0.06037497245214683
159351,0.668544382090776
159352,0.47252319822295225
159353,0.3857369272230159
159354,0.08028647668524128
159355,0.6079400079037058
159356,0.7783825516145274
159357,0.6949354412438993
159358,0.3704028222003243
159359,0.6102099451007221
159360,0.10199813677593136
159361,0.7339452271780967
159362,0.05910150231975523
159363,0.6623577767490244
159364,0.6812965437603936
159365,0.6467775491384631
159366,0.05024920163933198
159367,0.49409473915854674
159368,0.5175163306187682
159369,0.6562095093528006
159370,0.46765531713964076
159371,0.5497600197186425
159372,0.13773165960788586
159373,0.6719508251121116
159374,0.3847723528152665
159375,0.7946484664935086
159376,0.7156476100525826
159377,0.04960876316721477
159378,0.7367070096991741
159379,0.3916335384696988
159380,0.08013763151683097
159381,0.13802650456337615
159382,0.5629055461348969
159383,0.08899011250307023
159384,0.5744247801869793
159385,0.07439984624433289
159386,0.581559534911371
159387,0.7771553682058205
159388,0.6346297383108906
159389,0.04621829272094198
159390,0.7159648068703215
159391,0.46903738763703834
159392,0.6977163760537295
159393,0.09473050265982126
159394,0.33507240554440243
159395,0.6449805294809476
159396,0.7458685580486809
159397,0.7001794599265264
159398,0.7170508042155491
159399,0.7041082530279535
159400,0.6427333670649791
159401,0.6746764745877263
159402,0.07542816731148418
159403,0.1234099751514464
159404,0.7504987473227848
159405,0.05147114981058417
159406,0.13522037595401465
159407,0.14065979137460677
159408,0.058610086749145786
159409,0.7474494336736817
159410,0.5801522657806815
159411,0.8120762241994648
159412,0.7239569031640359
159413,0.6939607395123194
159414,0.2566588407714434
159415,0.4154307056275276
159416,0.5728884757382998
159417,0.4188479521289493
159418,0.6900734970184219
159419,0.07612636165147015
159420,0.6514769375047337
159421,0.584771521474116
159422,0.15738574125993848
159423,0.05797489816389965
159424,0.08543865748042276
159425,0.6181424265229862
159426,0.10886462564556443
159427,0.08367922701981052
159428,0.04880725365951511
159429,0.29250506545947974
159430,0.07507778545952645
159431,0.7038072254338552
159432,0.08823515272597804
159433,0.10698284967692417
159434,0.4062844196288796
159435,0.38685263251848995
159436,0.729741683748959
159437,0.15304227622529523
159438,0.6517461733312235
159439,0.30714175729159543
159440,0.12730024467922973
159441,0.828177301349451
159442,0.23769525719965107
159443,0.1329486530734278
159444,0.1378544105649233
159445,0.5171963014079953
159446,0.6524478704432688
159447,0.49829926692284277
159448,0.7097157483330796
159449,0.5459434298548018
159450,0.06066066538418606
159451,0.7254984696856315
159452,0.6759441208978008
159453,0.05839294380565081
159454,0.5308885568011814
159455,0.6293715300565981
159456,0.05713700106820052
159457,0.6119940044918409
159458,0.6349932685434727
159459,0.5725785747654052
159460,0.18089395983983123
159461,0.6535192781118934
159462,0.1228298788239999
159463,0.08192114763595101
159464,0.24192792099214952
159465,0.40998003861703813
159466,0.10008894905394665
159467,0.7111614866816115
159468,0.7723983274843064
159469,0.5440656018423654
159470,0.7346161693833213
159471,0.6910999598145955
159472,0.6455293983671522
159473,0.15765046037828517
159474,0.4113153240837926
159475,0.38589448253056957
159476,0.06759844360594575
159477,0.173927803018134
159478,0.6886789339541279
159479,0.11161953000953664
159480,0.35611295293614414
159481,0.15531189232921727
159482,0.7260474761899188
159483,0.09005898327782633
159484,0.09484060499621015
159485,0.4670524806894928
159486,0.13341332690579882
159487,0.13575461857058146
159488,0.574714398360355
159489,0.23044537107458862
159490,0.5324124843970838
159491,0.7714273007402876
159492,0.2909094057531627
159493,0.6657371264830407
159494,0.06886630634693872
159495,0.040742111369111725
159496,0.7089485754496379
159497,0.42168054079846834
159498,0.4594007697417847
159499,0.615740098298735
159500,0.11910557457508764
159501,0.5771684369856656
159502,0.6594442387199145
159503,0.0884936971524996
159504,0.5423420442489351
159505,0.0743259950793069
159506,0.7458437169128519
159507,0.6949031109321976
159508,0.6793414969138564
159509,0.7664441352384951
159510,0.06606689075575978
159511,0.048461292096332
159512,0.11291408792512363
159513,0.3968342868871215
159514,0.15503370705765068
159515,0.6308818379281385
159516,0.5789764212670849
159517,0.08100796781821995
159518,0.06624027108233076
159519,0.30672680556120574
159520,0.2796564041046131
159521,0.7609400192015965
159522,0.7105186200985759
159523,0.043392033926746135
159524,0.6772467743801753
159525,0.0580801234215854
159526,0.2553202354001269
159527,0.05917631666777714
159528,0.4037060610008659
159529,0.7861179042318448
159530,0.6673303094303963
159531,0.2072199135728315
159532,0.8121147796117919
159533,0.7315494661266604
159534,0.45855949243750904
159535,0.39093264083192647
159536,0.07683229714667307
159537,0.38273816573048924
159538,0.6933806565767527
159539,0.8020423079749277
159540,0.046286275663320546
159541,0.3522083289621986
159542,0.5030636452011749
159543,0.05411490189842725
159544,0.5926524708131835
159545,0.5128285358702269
159546,0.5840309824536596
159547,0.5460551228773837
159548,0.6480695435391187
159549,0.07873969995236982
159550,0.0508063744379294
159551,0.6756796405162927
159552,0.6832376304775625
159553,0.42484185244651085
159554,0.1176362233586431
159555,0.7996987799348665
159556,0.779321618892681
159557,0.7456457545595749
159558,0.2231313397962992
159559,0.6739675810100869
159560,0.07293765036715386
159561,0.7741625012668073
159562,0.798360856816161
159563,0.2372467646636709
